sample_id,label,label_name,image_path,mode,width,height,array_shape,dtype,min_pixel,max_pixel,mean_pixel,std_pixel
3-17090,0,non-inclusion,Heat 3 images/imgs/17090.TIF,L,128,128,"(128, 128)",uint8,92.0,240.0,198.09326171875,21.852814497692645
3-17091,1,inclusion,Heat 3 images/imgs/17091.TIF,L,128,128,"(128, 128)",uint8,23.0,238.0,195.52069091796875,32.31489974785685
3-17092,1,inclusion,Heat 3 images/imgs/17092.TIF,L,128,128,"(128, 128)",uint8,39.0,237.0,195.08587646484375,33.09789406505163
3-17093,1,inclusion,Heat 3 images/imgs/17093.TIF,L,128,128,"(128, 128)",uint8,43.0,237.0,197.714111328125,25.283196890643467
3-17094,1,inclusion,Heat 3 images/imgs/17094.TIF,L,128,128,"(128, 128)",uint8,49.0,235.0,198.61834716796875,16.084005174814475
3-17096,1,inclusion,Heat 3 images/imgs/17096.TIF,L,128,128,"(128, 128)",uint8,31.0,233.0,197.56634521484375,20.33786859761163
3-17099,1,inclusion,Heat 3 images/imgs/17099.TIF,L,128,128,"(128, 128)",uint8,61.0,233.0,189.62274169921875,28.725368573956505
3-17102,1,inclusion,Heat 3 images/imgs/17102.TIF,L,128,128,"(128, 128)",uint8,38.0,239.0,200.511474609375,20.554418533809883
3-17103,1,inclusion,Heat 3 images/imgs/17103.TIF,L,128,128,"(128, 128)",uint8,25.0,239.0,195.09320068359375,24.217447901685656
3-17105,1,inclusion,Heat 3 images/imgs/17105.TIF,L,128,128,"(128, 128)",uint8,37.0,238.0,199.24041748046875,23.274495658672258
3-17106,1,inclusion,Heat 3 images/imgs/17106.TIF,L,128,128,"(128, 128)",uint8,44.0,237.0,201.71441650390625,16.868963682428824
3-17107,1,inclusion,Heat 3 images/imgs/17107.TIF,L,128,128,"(128, 128)",uint8,69.0,241.0,201.323974609375,19.024366864447956
3-17109,1,inclusion,Heat 3 images/imgs/17109.TIF,L,128,128,"(128, 128)",uint8,58.0,232.0,198.78759765625,15.235798891477828
3-17111,1,inclusion,Heat 3 images/imgs/17111.TIF,L,128,128,"(128, 128)",uint8,35.0,241.0,200.14105224609375,26.02312559416438
3-17112,1,inclusion,Heat 3 images/imgs/17112.TIF,L,128,128,"(128, 128)",uint8,22.0,240.0,196.9239501953125,30.51960623705206
3-17113,1,inclusion,Heat 3 images/imgs/17113.TIF,L,128,128,"(128, 128)",uint8,49.0,238.0,194.30169677734375,31.583955533165042
3-17114,1,inclusion,Heat 3 images/imgs/17114.TIF,L,128,128,"(128, 128)",uint8,85.0,234.0,199.47076416015625,15.793327672678933
3-17115,1,inclusion,Heat 3 images/imgs/17115.TIF,L,128,128,"(128, 128)",uint8,35.0,242.0,195.79595947265625,29.26716294648078
3-17118,1,inclusion,Heat 3 images/imgs/17118.TIF,L,128,128,"(128, 128)",uint8,26.0,243.0,202.4285888671875,20.188758379435708
3-17119,1,inclusion,Heat 3 images/imgs/17119.TIF,L,128,128,"(128, 128)",uint8,53.0,237.0,200.65972900390625,21.796659370008655
3-17120,1,inclusion,Heat 3 images/imgs/17120.TIF,L,128,128,"(128, 128)",uint8,37.0,242.0,202.347412109375,18.55725562864522
3-17121,1,inclusion,Heat 3 images/imgs/17121.TIF,L,128,128,"(128, 128)",uint8,34.0,239.0,193.11724853515625,36.34404369437099
3-17122,1,inclusion,Heat 3 images/imgs/17122.TIF,L,128,128,"(128, 128)",uint8,28.0,238.0,196.4017333984375,32.77925938193452
3-17124,1,inclusion,Heat 3 images/imgs/17124.TIF,L,128,128,"(128, 128)",uint8,29.0,235.0,198.6365966796875,21.579587738696453
3-17125,1,inclusion,Heat 3 images/imgs/17125.TIF,L,128,128,"(128, 128)",uint8,63.0,241.0,196.50579833984375,27.790749756768303
3-17128,1,inclusion,Heat 3 images/imgs/17128.TIF,L,128,128,"(128, 128)",uint8,38.0,239.0,200.8175048828125,23.02449434978872
3-17129,1,inclusion,Heat 3 images/imgs/17129.TIF,L,128,128,"(128, 128)",uint8,74.0,244.0,204.0926513671875,15.133877969768548
3-17130,1,inclusion,Heat 3 images/imgs/17130.TIF,L,128,128,"(128, 128)",uint8,56.0,235.0,196.91937255859375,24.323556605767454
3-17136,1,inclusion,Heat 3 images/imgs/17136.TIF,L,128,128,"(128, 128)",uint8,48.0,234.0,196.6435546875,27.265213508014828
3-17137,1,inclusion,Heat 3 images/imgs/17137.TIF,L,128,128,"(128, 128)",uint8,60.0,240.0,198.03466796875,23.947801803461633
3-17140,1,inclusion,Heat 3 images/imgs/17140.TIF,L,128,128,"(128, 128)",uint8,31.0,235.0,199.3717041015625,22.5778253683912
3-17141,1,inclusion,Heat 3 images/imgs/17141.TIF,L,128,128,"(128, 128)",uint8,69.0,241.0,194.20770263671875,32.25845504091011
3-17144,1,inclusion,Heat 3 images/imgs/17144.TIF,L,128,128,"(128, 128)",uint8,78.0,241.0,201.60772705078125,17.67297994334409
3-17145,1,inclusion,Heat 3 images/imgs/17145.TIF,L,128,128,"(128, 128)",uint8,49.0,238.0,198.46429443359375,19.08954458380857
3-17146,1,inclusion,Heat 3 images/imgs/17146.TIF,L,128,128,"(128, 128)",uint8,34.0,238.0,198.05975341796875,24.081387804922546
3-17148,1,inclusion,Heat 3 images/imgs/17148.TIF,L,128,128,"(128, 128)",uint8,29.0,241.0,196.56201171875,25.92059289430028
3-17150,1,inclusion,Heat 3 images/imgs/17150.TIF,L,128,128,"(128, 128)",uint8,20.0,239.0,196.28814697265625,32.96265925868513
3-17152,1,inclusion,Heat 3 images/imgs/17152.TIF,L,128,128,"(128, 128)",uint8,15.0,233.0,193.02630615234375,30.592740165886458
3-17153,1,inclusion,Heat 3 images/imgs/17153.TIF,L,128,128,"(128, 128)",uint8,62.0,241.0,202.85394287109375,15.927649922734659
3-17154,1,inclusion,Heat 3 images/imgs/17154.TIF,L,128,128,"(128, 128)",uint8,38.0,238.0,192.4073486328125,34.0546232965892
3-17158,1,inclusion,Heat 3 images/imgs/17158.TIF,L,128,128,"(128, 128)",uint8,29.0,238.0,198.01104736328125,28.111933814307108
3-17159,1,inclusion,Heat 3 images/imgs/17159.TIF,L,128,128,"(128, 128)",uint8,63.0,241.0,199.0625,23.89676588833466
3-17160,1,inclusion,Heat 3 images/imgs/17160.TIF,L,128,128,"(128, 128)",uint8,21.0,237.0,200.0211181640625,24.544578252666547
3-17161,1,inclusion,Heat 3 images/imgs/17161.TIF,L,128,128,"(128, 128)",uint8,30.0,244.0,188.6231689453125,41.310156364555624
3-17162,1,inclusion,Heat 3 images/imgs/17162.TIF,L,128,128,"(128, 128)",uint8,26.0,240.0,201.13470458984375,24.241080565801802
3-17163,1,inclusion,Heat 3 images/imgs/17163.TIF,L,128,128,"(128, 128)",uint8,60.0,236.0,199.05621337890625,19.751732437796772
3-17165,1,inclusion,Heat 3 images/imgs/17165.TIF,L,128,128,"(128, 128)",uint8,25.0,242.0,195.52056884765625,34.94717088268743
3-17166,1,inclusion,Heat 3 images/imgs/17166.TIF,L,128,128,"(128, 128)",uint8,31.0,238.0,201.93115234375,21.121105438900834
3-17167,1,inclusion,Heat 3 images/imgs/17167.TIF,L,128,128,"(128, 128)",uint8,10.0,239.0,193.0037841796875,33.794611868521976
3-17168,1,inclusion,Heat 3 images/imgs/17168.TIF,L,128,128,"(128, 128)",uint8,28.0,240.0,195.916015625,34.93878438973755
3-17169,1,inclusion,Heat 3 images/imgs/17169.TIF,L,128,128,"(128, 128)",uint8,34.0,243.0,195.13690185546875,34.309780040348926
3-17170,0,non-inclusion,Heat 3 images/imgs/17170.TIF,L,128,128,"(128, 128)",uint8,25.0,232.0,198.71734619140625,17.81443593888342
3-17171,1,inclusion,Heat 3 images/imgs/17171.TIF,L,128,128,"(128, 128)",uint8,58.0,241.0,198.20513916015625,24.18425911861632
3-17172,1,inclusion,Heat 3 images/imgs/17172.TIF,L,128,128,"(128, 128)",uint8,27.0,249.0,200.45758056640625,25.653295780088687
3-17173,1,inclusion,Heat 3 images/imgs/17173.TIF,L,128,128,"(128, 128)",uint8,60.0,241.0,200.5985107421875,22.034919081197547
3-17176,1,inclusion,Heat 3 images/imgs/17176.TIF,L,128,128,"(128, 128)",uint8,29.0,242.0,200.1998291015625,29.0689464451626
3-17177,1,inclusion,Heat 3 images/imgs/17177.TIF,L,128,128,"(128, 128)",uint8,25.0,240.0,199.1595458984375,28.03137949713752
3-17181,1,inclusion,Heat 3 images/imgs/17181.TIF,L,128,128,"(128, 128)",uint8,67.0,238.0,200.43316650390625,14.393985461417119
3-17182,1,inclusion,Heat 3 images/imgs/17182.TIF,L,128,128,"(128, 128)",uint8,34.0,235.0,198.94757080078125,19.522210350773566
3-17183,1,inclusion,Heat 3 images/imgs/17183.TIF,L,128,128,"(128, 128)",uint8,65.0,233.0,198.56427001953125,18.113267895572488
3-17186,1,inclusion,Heat 3 images/imgs/17186.TIF,L,128,128,"(128, 128)",uint8,26.0,237.0,193.819091796875,28.914458070371854
3-17187,1,inclusion,Heat 3 images/imgs/17187.TIF,L,128,128,"(128, 128)",uint8,26.0,238.0,199.071044921875,28.87835996553065
3-17188,1,inclusion,Heat 3 images/imgs/17188.TIF,L,128,128,"(128, 128)",uint8,37.0,241.0,201.79888916015625,22.82890080895138
3-17190,1,inclusion,Heat 3 images/imgs/17190.TIF,L,128,128,"(128, 128)",uint8,51.0,243.0,201.51861572265625,21.524485742118962
3-17192,1,inclusion,Heat 3 images/imgs/17192.TIF,L,128,128,"(128, 128)",uint8,83.0,239.0,198.46484375,20.967116631964405
3-17194,1,inclusion,Heat 3 images/imgs/17194.TIF,L,128,128,"(128, 128)",uint8,48.0,238.0,195.139892578125,31.970041906144697
3-17199,1,inclusion,Heat 3 images/imgs/17199.TIF,L,128,128,"(128, 128)",uint8,46.0,239.0,198.89154052734375,17.790646317828713
3-17200,0,non-inclusion,Heat 3 images/imgs/17200.TIF,L,128,128,"(128, 128)",uint8,69.0,234.0,197.6436767578125,15.735681784022404
3-17204,1,inclusion,Heat 3 images/imgs/17204.TIF,L,128,128,"(128, 128)",uint8,30.0,238.0,195.29888916015625,31.62923535337951
3-17205,1,inclusion,Heat 3 images/imgs/17205.TIF,L,128,128,"(128, 128)",uint8,39.0,243.0,201.36822509765625,17.782529436178358
3-17206,1,inclusion,Heat 3 images/imgs/17206.TIF,L,128,128,"(128, 128)",uint8,86.0,241.0,198.0963134765625,17.961588276144525
3-17209,1,inclusion,Heat 3 images/imgs/17209.TIF,L,128,128,"(128, 128)",uint8,51.0,235.0,197.86492919921875,17.884097622561434
3-17210,1,inclusion,Heat 3 images/imgs/17210.TIF,L,128,128,"(128, 128)",uint8,44.0,237.0,197.7332763671875,26.909226499629952
3-17211,1,inclusion,Heat 3 images/imgs/17211.TIF,L,128,128,"(128, 128)",uint8,79.0,237.0,198.916015625,19.913016470265582
3-17213,1,inclusion,Heat 3 images/imgs/17213.TIF,L,128,128,"(128, 128)",uint8,45.0,242.0,196.17333984375,28.132448791000336
3-17214,1,inclusion,Heat 3 images/imgs/17214.TIF,L,128,128,"(128, 128)",uint8,57.0,236.0,200.20233154296875,19.96022086368757
3-17216,1,inclusion,Heat 3 images/imgs/17216.TIF,L,128,128,"(128, 128)",uint8,19.0,239.0,190.721923828125,40.91387161391
3-17217,1,inclusion,Heat 3 images/imgs/17217.TIF,L,128,128,"(128, 128)",uint8,33.0,245.0,196.3238525390625,31.376090967115275
3-17220,1,inclusion,Heat 3 images/imgs/17220.TIF,L,128,128,"(128, 128)",uint8,17.0,239.0,192.9356689453125,37.00250086818157
3-17222,1,inclusion,Heat 3 images/imgs/17222.TIF,L,128,128,"(128, 128)",uint8,39.0,235.0,196.570068359375,23.025757753275233
3-17223,1,inclusion,Heat 3 images/imgs/17223.TIF,L,128,128,"(128, 128)",uint8,66.0,237.0,201.3040771484375,17.337895069678243
3-17228,1,inclusion,Heat 3 images/imgs/17228.TIF,L,128,128,"(128, 128)",uint8,47.0,251.0,202.2449951171875,22.06365716799754
3-17229,1,inclusion,Heat 3 images/imgs/17229.TIF,L,128,128,"(128, 128)",uint8,22.0,244.0,201.26910400390625,22.85853195061803
3-17231,1,inclusion,Heat 3 images/imgs/17231.TIF,L,128,128,"(128, 128)",uint8,39.0,242.0,196.7415771484375,29.40187417384269
3-17232,1,inclusion,Heat 3 images/imgs/17232.TIF,L,128,128,"(128, 128)",uint8,44.0,245.0,201.590087890625,23.087428608615127
3-17234,1,inclusion,Heat 3 images/imgs/17234.TIF,L,128,128,"(128, 128)",uint8,35.0,236.0,197.64215087890625,24.864791760630155
3-17236,1,inclusion,Heat 3 images/imgs/17236.TIF,L,128,128,"(128, 128)",uint8,24.0,245.0,197.92388916015625,30.257430334396204
3-17237,1,inclusion,Heat 3 images/imgs/17237.TIF,L,128,128,"(128, 128)",uint8,45.0,234.0,197.63165283203125,20.20322775381308
3-17238,1,inclusion,Heat 3 images/imgs/17238.TIF,L,128,128,"(128, 128)",uint8,32.0,237.0,197.23956298828125,28.497186585100852
3-17239,1,inclusion,Heat 3 images/imgs/17239.TIF,L,128,128,"(128, 128)",uint8,50.0,242.0,198.3902587890625,28.52801602070427
3-17240,1,inclusion,Heat 3 images/imgs/17240.TIF,L,128,128,"(128, 128)",uint8,27.0,243.0,197.18353271484375,31.48167745609521
3-17241,1,inclusion,Heat 3 images/imgs/17241.TIF,L,128,128,"(128, 128)",uint8,22.0,237.0,198.27374267578125,25.557329263982425
3-17242,1,inclusion,Heat 3 images/imgs/17242.TIF,L,128,128,"(128, 128)",uint8,22.0,244.0,201.51605224609375,23.221567505306794
3-17244,1,inclusion,Heat 3 images/imgs/17244.TIF,L,128,128,"(128, 128)",uint8,18.0,247.0,200.42510986328125,25.4430397811142
3-17245,1,inclusion,Heat 3 images/imgs/17245.TIF,L,128,128,"(128, 128)",uint8,89.0,237.0,198.57196044921875,19.336960450577173
3-17246,1,inclusion,Heat 3 images/imgs/17246.TIF,L,128,128,"(128, 128)",uint8,20.0,243.0,199.73944091796875,28.498559398211075
3-17248,1,inclusion,Heat 3 images/imgs/17248.TIF,L,128,128,"(128, 128)",uint8,87.0,241.0,202.78472900390625,16.246862939376854
3-17249,1,inclusion,Heat 3 images/imgs/17249.TIF,L,128,128,"(128, 128)",uint8,18.0,236.0,199.0772705078125,23.15650326639225
3-17250,1,inclusion,Heat 3 images/imgs/17250.TIF,L,128,128,"(128, 128)",uint8,56.0,235.0,193.9649658203125,28.051894887617504
3-17253,1,inclusion,Heat 3 images/imgs/17253.TIF,L,128,128,"(128, 128)",uint8,30.0,240.0,196.8831787109375,30.455578487192568
3-17256,1,inclusion,Heat 3 images/imgs/17256.TIF,L,128,128,"(128, 128)",uint8,15.0,238.0,200.34423828125,24.247596852692887
3-17257,1,inclusion,Heat 3 images/imgs/17257.TIF,L,128,128,"(128, 128)",uint8,22.0,243.0,196.9456787109375,31.622423057347568
3-17258,1,inclusion,Heat 3 images/imgs/17258.TIF,L,128,128,"(128, 128)",uint8,39.0,241.0,196.70880126953125,30.383781454376972
3-17259,1,inclusion,Heat 3 images/imgs/17259.TIF,L,128,128,"(128, 128)",uint8,0.0,240.0,189.25469970703125,40.18661465821853
3-17260,1,inclusion,Heat 3 images/imgs/17260.TIF,L,128,128,"(128, 128)",uint8,56.0,239.0,195.0130615234375,32.63544979470722
3-17262,1,inclusion,Heat 3 images/imgs/17262.TIF,L,128,128,"(128, 128)",uint8,23.0,233.0,194.26080322265625,32.253694627565864
3-17264,1,inclusion,Heat 3 images/imgs/17264.TIF,L,128,128,"(128, 128)",uint8,69.0,238.0,197.6629638671875,17.14080105893694
3-17265,1,inclusion,Heat 3 images/imgs/17265.TIF,L,128,128,"(128, 128)",uint8,57.0,249.0,200.03912353515625,21.791514688414917
3-17267,1,inclusion,Heat 3 images/imgs/17267.TIF,L,128,128,"(128, 128)",uint8,49.0,245.0,198.555419921875,15.43490552336074
3-17268,1,inclusion,Heat 3 images/imgs/17268.TIF,L,128,128,"(128, 128)",uint8,77.0,238.0,198.51458740234375,23.756398852234376
3-17271,1,inclusion,Heat 3 images/imgs/17271.TIF,L,128,128,"(128, 128)",uint8,25.0,241.0,191.3787841796875,37.50533919134339
3-17273,1,inclusion,Heat 3 images/imgs/17273.TIF,L,128,128,"(128, 128)",uint8,33.0,239.0,197.4002685546875,21.174194174780673
3-17274,1,inclusion,Heat 3 images/imgs/17274.TIF,L,128,128,"(128, 128)",uint8,42.0,235.0,198.623779296875,16.994414321734954
3-17276,1,inclusion,Heat 3 images/imgs/17276.TIF,L,128,128,"(128, 128)",uint8,55.0,243.0,201.83477783203125,15.472982658746437
3-17277,1,inclusion,Heat 3 images/imgs/17277.TIF,L,128,128,"(128, 128)",uint8,56.0,236.0,197.98626708984375,14.60462805169212
3-17279,1,inclusion,Heat 3 images/imgs/17279.TIF,L,128,128,"(128, 128)",uint8,84.0,242.0,202.034423828125,14.81161938838246
3-17286,1,inclusion,Heat 3 images/imgs/17286.TIF,L,128,128,"(128, 128)",uint8,32.0,239.0,197.95880126953125,21.561137285484595
3-17288,1,inclusion,Heat 3 images/imgs/17288.TIF,L,128,128,"(128, 128)",uint8,28.0,237.0,188.5692138671875,38.54771697331311
3-17290,1,inclusion,Heat 3 images/imgs/17290.TIF,L,128,128,"(128, 128)",uint8,48.0,238.0,202.7750244140625,18.257156833257735
3-17293,1,inclusion,Heat 3 images/imgs/17293.TIF,L,128,128,"(128, 128)",uint8,55.0,236.0,190.3076171875,32.64287219385562
3-17295,1,inclusion,Heat 3 images/imgs/17295.TIF,L,128,128,"(128, 128)",uint8,80.0,238.0,195.4952392578125,22.54974377087706
3-17299,1,inclusion,Heat 3 images/imgs/17299.TIF,L,128,128,"(128, 128)",uint8,24.0,240.0,199.549560546875,24.816191668898472
3-17300,1,inclusion,Heat 3 images/imgs/17300.TIF,L,128,128,"(128, 128)",uint8,22.0,242.0,188.3629150390625,37.915541185344395
3-17301,1,inclusion,Heat 3 images/imgs/17301.TIF,L,128,128,"(128, 128)",uint8,41.0,241.0,201.287109375,23.33591976363048
3-17303,1,inclusion,Heat 3 images/imgs/17303.TIF,L,128,128,"(128, 128)",uint8,22.0,241.0,193.07635498046875,37.9646084096004
3-17304,1,inclusion,Heat 3 images/imgs/17304.TIF,L,128,128,"(128, 128)",uint8,25.0,246.0,200.045654296875,24.966351685146687
3-17305,1,inclusion,Heat 3 images/imgs/17305.TIF,L,128,128,"(128, 128)",uint8,26.0,242.0,201.6795654296875,21.69932488794061
3-17306,1,inclusion,Heat 3 images/imgs/17306.TIF,L,128,128,"(128, 128)",uint8,22.0,241.0,198.5946044921875,32.80758274449571
3-17307,1,inclusion,Heat 3 images/imgs/17307.TIF,L,128,128,"(128, 128)",uint8,26.0,251.0,202.408203125,21.106760943200825
3-17308,1,inclusion,Heat 3 images/imgs/17308.TIF,L,128,128,"(128, 128)",uint8,34.0,242.0,181.30499267578125,49.5742007140849
3-17310,1,inclusion,Heat 3 images/imgs/17310.TIF,L,128,128,"(128, 128)",uint8,34.0,241.0,201.82623291015625,22.624490516070598
3-17311,1,inclusion,Heat 3 images/imgs/17311.TIF,L,128,128,"(128, 128)",uint8,33.0,247.0,203.30413818359375,17.494941162343874
3-17312,1,inclusion,Heat 3 images/imgs/17312.TIF,L,128,128,"(128, 128)",uint8,67.0,240.0,201.336181640625,17.289597878352513
3-17314,1,inclusion,Heat 3 images/imgs/17314.TIF,L,128,128,"(128, 128)",uint8,82.0,240.0,202.244873046875,18.564396422579005
3-17315,1,inclusion,Heat 3 images/imgs/17315.TIF,L,128,128,"(128, 128)",uint8,17.0,239.0,196.34100341796875,27.435232917603457
3-17316,1,inclusion,Heat 3 images/imgs/17316.TIF,L,128,128,"(128, 128)",uint8,20.0,239.0,190.25653076171875,39.660919987974445
3-17317,1,inclusion,Heat 3 images/imgs/17317.TIF,L,128,128,"(128, 128)",uint8,19.0,240.0,190.66094970703125,35.994107570019274
3-17319,1,inclusion,Heat 3 images/imgs/17319.TIF,L,128,128,"(128, 128)",uint8,23.0,239.0,194.27197265625,34.848314661981895
3-17320,1,inclusion,Heat 3 images/imgs/17320.TIF,L,128,128,"(128, 128)",uint8,12.0,237.0,191.53973388671875,40.76525378720748
3-17321,1,inclusion,Heat 3 images/imgs/17321.TIF,L,128,128,"(128, 128)",uint8,30.0,235.0,197.287353515625,24.396213650012534
3-17324,1,inclusion,Heat 3 images/imgs/17324.TIF,L,128,128,"(128, 128)",uint8,41.0,239.0,191.3006591796875,36.499442278956224
3-17325,1,inclusion,Heat 3 images/imgs/17325.TIF,L,128,128,"(128, 128)",uint8,13.0,241.0,200.16070556640625,28.402751630533437
3-17326,1,inclusion,Heat 3 images/imgs/17326.TIF,L,128,128,"(128, 128)",uint8,46.0,251.0,198.5050048828125,23.016451834052813
3-17327,1,inclusion,Heat 3 images/imgs/17327.TIF,L,128,128,"(128, 128)",uint8,60.0,239.0,201.8289794921875,18.746898832956212
3-17328,1,inclusion,Heat 3 images/imgs/17328.TIF,L,128,128,"(128, 128)",uint8,45.0,240.0,197.02020263671875,28.491186352337557
3-17329,1,inclusion,Heat 3 images/imgs/17329.TIF,L,128,128,"(128, 128)",uint8,50.0,235.0,198.24822998046875,20.23857559057431
3-17330,1,inclusion,Heat 3 images/imgs/17330.TIF,L,128,128,"(128, 128)",uint8,25.0,234.0,193.86920166015625,28.921776551314025
3-17336,1,inclusion,Heat 3 images/imgs/17336.TIF,L,128,128,"(128, 128)",uint8,77.0,239.0,199.37005615234375,15.292400212029953
3-17338,1,inclusion,Heat 3 images/imgs/17338.TIF,L,128,128,"(128, 128)",uint8,28.0,243.0,187.6436767578125,43.49018400784411
3-17341,1,inclusion,Heat 3 images/imgs/17341.TIF,L,128,128,"(128, 128)",uint8,55.0,244.0,202.621826171875,18.617524904754628
3-17342,1,inclusion,Heat 3 images/imgs/17342.TIF,L,128,128,"(128, 128)",uint8,27.0,238.0,192.76055908203125,34.22494920415911
3-17344,1,inclusion,Heat 3 images/imgs/17344.TIF,L,128,128,"(128, 128)",uint8,29.0,237.0,197.3240966796875,29.897063642893354
3-17347,1,inclusion,Heat 3 images/imgs/17347.TIF,L,128,128,"(128, 128)",uint8,24.0,240.0,198.87139892578125,25.701605242799108
3-17348,1,inclusion,Heat 3 images/imgs/17348.TIF,L,128,128,"(128, 128)",uint8,31.0,234.0,199.0650634765625,22.418347722247063
3-17350,1,inclusion,Heat 3 images/imgs/17350.TIF,L,128,128,"(128, 128)",uint8,46.0,240.0,199.49755859375,23.423761471237075
3-17351,1,inclusion,Heat 3 images/imgs/17351.TIF,L,128,128,"(128, 128)",uint8,68.0,241.0,200.9688720703125,19.479920245492366
3-17353,1,inclusion,Heat 3 images/imgs/17353.TIF,L,128,128,"(128, 128)",uint8,14.0,243.0,200.47265625,25.609970523410624
3-17354,1,inclusion,Heat 3 images/imgs/17354.TIF,L,128,128,"(128, 128)",uint8,35.0,238.0,200.24334716796875,20.776615987738122
3-17357,1,inclusion,Heat 3 images/imgs/17357.TIF,L,128,128,"(128, 128)",uint8,40.0,243.0,202.3529052734375,18.075014421696668
3-17359,1,inclusion,Heat 3 images/imgs/17359.TIF,L,128,128,"(128, 128)",uint8,23.0,235.0,190.313720703125,33.052381592402774
3-17361,1,inclusion,Heat 3 images/imgs/17361.TIF,L,128,128,"(128, 128)",uint8,36.0,246.0,200.3289794921875,21.530111545409664
3-17362,1,inclusion,Heat 3 images/imgs/17362.TIF,L,128,128,"(128, 128)",uint8,73.0,236.0,196.8116455078125,23.168778158857133
3-17363,1,inclusion,Heat 3 images/imgs/17363.TIF,L,128,128,"(128, 128)",uint8,32.0,237.0,200.9603271484375,18.958167695057227
3-17365,1,inclusion,Heat 3 images/imgs/17365.TIF,L,128,128,"(128, 128)",uint8,28.0,238.0,195.23797607421875,32.84016238293164
3-17366,1,inclusion,Heat 3 images/imgs/17366.TIF,L,128,128,"(128, 128)",uint8,28.0,240.0,191.83551025390625,37.17332787012533
3-17367,1,inclusion,Heat 3 images/imgs/17367.TIF,L,128,128,"(128, 128)",uint8,25.0,237.0,198.7296142578125,21.788957723117385
3-17369,1,inclusion,Heat 3 images/imgs/17369.TIF,L,128,128,"(128, 128)",uint8,88.0,240.0,193.24761962890625,27.826743639351005
3-17371,1,inclusion,Heat 3 images/imgs/17371.TIF,L,128,128,"(128, 128)",uint8,40.0,239.0,198.63262939453125,16.46283359305002
3-17372,1,inclusion,Heat 3 images/imgs/17372.TIF,L,128,128,"(128, 128)",uint8,35.0,232.0,197.84173583984375,17.922907931614816
3-17374,1,inclusion,Heat 3 images/imgs/17374.TIF,L,128,128,"(128, 128)",uint8,25.0,240.0,200.29254150390625,20.540292506335835
3-17375,1,inclusion,Heat 3 images/imgs/17375.TIF,L,128,128,"(128, 128)",uint8,39.0,236.0,200.049560546875,18.008322181025942
3-17376,1,inclusion,Heat 3 images/imgs/17376.TIF,L,128,128,"(128, 128)",uint8,63.0,237.0,196.15985107421875,20.31014462010401
3-17378,1,inclusion,Heat 3 images/imgs/17378.TIF,L,128,128,"(128, 128)",uint8,28.0,233.0,188.49481201171875,34.803690150396086
3-17379,1,inclusion,Heat 3 images/imgs/17379.TIF,L,128,128,"(128, 128)",uint8,36.0,239.0,200.8458251953125,21.672782620069512
3-17380,1,inclusion,Heat 3 images/imgs/17380.TIF,L,128,128,"(128, 128)",uint8,31.0,238.0,194.5870361328125,33.16768502601625
3-17381,1,inclusion,Heat 3 images/imgs/17381.TIF,L,128,128,"(128, 128)",uint8,28.0,241.0,189.92840576171875,37.12159915435707
3-17382,1,inclusion,Heat 3 images/imgs/17382.TIF,L,128,128,"(128, 128)",uint8,31.0,237.0,199.655517578125,23.172298732337858
3-17383,1,inclusion,Heat 3 images/imgs/17383.TIF,L,128,128,"(128, 128)",uint8,24.0,236.0,182.79449462890625,40.75137425145679
3-17384,1,inclusion,Heat 3 images/imgs/17384.TIF,L,128,128,"(128, 128)",uint8,26.0,237.0,197.68194580078125,28.228667038949794
3-17391,1,inclusion,Heat 3 images/imgs/17391.TIF,L,128,128,"(128, 128)",uint8,75.0,243.0,201.32684326171875,17.77746134796425
3-17392,1,inclusion,Heat 3 images/imgs/17392.TIF,L,128,128,"(128, 128)",uint8,24.0,241.0,194.55645751953125,31.556007393007608
3-17395,0,non-inclusion,Heat 3 images/imgs/17395.TIF,L,128,128,"(128, 128)",uint8,45.0,236.0,199.5762939453125,23.76446238394572
3-17398,1,inclusion,Heat 3 images/imgs/17398.TIF,L,128,128,"(128, 128)",uint8,49.0,238.0,200.67333984375,23.348473776943777
3-17399,1,inclusion,Heat 3 images/imgs/17399.TIF,L,128,128,"(128, 128)",uint8,32.0,241.0,201.76092529296875,20.442242712875565
3-17401,1,inclusion,Heat 3 images/imgs/17401.TIF,L,128,128,"(128, 128)",uint8,52.0,238.0,196.85797119140625,25.580561814763485
3-17404,1,inclusion,Heat 3 images/imgs/17404.TIF,L,128,128,"(128, 128)",uint8,38.0,235.0,194.08087158203125,29.06403709514025
3-17406,1,inclusion,Heat 3 images/imgs/17406.TIF,L,128,128,"(128, 128)",uint8,16.0,237.0,191.38824462890625,40.19627092509835
3-17408,1,inclusion,Heat 3 images/imgs/17408.TIF,L,128,128,"(128, 128)",uint8,43.0,234.0,197.52423095703125,19.332053556119146
3-17409,1,inclusion,Heat 3 images/imgs/17409.TIF,L,128,128,"(128, 128)",uint8,40.0,236.0,196.020751953125,23.094750253646747
3-17410,1,inclusion,Heat 3 images/imgs/17410.TIF,L,128,128,"(128, 128)",uint8,34.0,248.0,202.013427734375,21.5103409081542
3-17411,1,inclusion,Heat 3 images/imgs/17411.TIF,L,128,128,"(128, 128)",uint8,57.0,244.0,196.34332275390625,29.99264823809839
