sample_id,heat,part,image_path,label,label_name
4-2217,4,2217,Heat 4 images/imgs/02217.TIF,1,inclusion
4-2219,4,2219,Heat 4 images/imgs/02219.TIF,1,inclusion
4-2220,4,2220,Heat 4 images/imgs/02220.TIF,1,inclusion
4-2221,4,2221,Heat 4 images/imgs/02221.TIF,1,inclusion
4-2229,4,2229,Heat 4 images/imgs/02229.TIF,1,inclusion
4-2231,4,2231,Heat 4 images/imgs/02231.TIF,1,inclusion
4-2232,4,2232,Heat 4 images/imgs/02232.TIF,1,inclusion
4-2233,4,2233,Heat 4 images/imgs/02233.TIF,1,inclusion
4-2234,4,2234,Heat 4 images/imgs/02234.TIF,1,inclusion
4-2237,4,2237,Heat 4 images/imgs/02237.TIF,1,inclusion
4-2239,4,2239,Heat 4 images/imgs/02239.TIF,1,inclusion
4-2241,4,2241,Heat 4 images/imgs/02241.TIF,1,inclusion
4-2244,4,2244,Heat 4 images/imgs/02244.TIF,1,inclusion
4-2245,4,2245,Heat 4 images/imgs/02245.TIF,1,inclusion
4-2247,4,2247,Heat 4 images/imgs/02247.TIF,1,inclusion
4-2248,4,2248,Heat 4 images/imgs/02248.TIF,1,inclusion
4-2251,4,2251,Heat 4 images/imgs/02251.TIF,1,inclusion
4-2261,4,2261,Heat 4 images/imgs/02261.TIF,1,inclusion
4-2264,4,2264,Heat 4 images/imgs/02264.TIF,1,inclusion
4-2265,4,2265,Heat 4 images/imgs/02265.TIF,1,inclusion
4-2267,4,2267,Heat 4 images/imgs/02267.TIF,1,inclusion
4-2270,4,2270,Heat 4 images/imgs/02270.TIF,1,inclusion
4-2273,4,2273,Heat 4 images/imgs/02273.TIF,1,inclusion
4-2274,4,2274,Heat 4 images/imgs/02274.TIF,1,inclusion
4-2275,4,2275,Heat 4 images/imgs/02275.TIF,1,inclusion
4-2288,4,2288,Heat 4 images/imgs/02288.TIF,1,inclusion
4-2292,4,2292,Heat 4 images/imgs/02292.TIF,1,inclusion
4-2293,4,2293,Heat 4 images/imgs/02293.TIF,1,inclusion
4-2294,4,2294,Heat 4 images/imgs/02294.TIF,1,inclusion
4-2295,4,2295,Heat 4 images/imgs/02295.TIF,1,inclusion
4-2296,4,2296,Heat 4 images/imgs/02296.TIF,1,inclusion
4-2309,4,2309,Heat 4 images/imgs/02309.TIF,1,inclusion
4-2310,4,2310,Heat 4 images/imgs/02310.TIF,1,inclusion
4-2314,4,2314,Heat 4 images/imgs/02314.TIF,1,inclusion
4-2315,4,2315,Heat 4 images/imgs/02315.TIF,1,inclusion
4-2322,4,2322,Heat 4 images/imgs/02322.TIF,1,inclusion
4-2323,4,2323,Heat 4 images/imgs/02323.TIF,1,inclusion
4-2327,4,2327,Heat 4 images/imgs/02327.TIF,1,inclusion
4-2336,4,2336,Heat 4 images/imgs/02336.TIF,1,inclusion
4-2339,4,2339,Heat 4 images/imgs/02339.TIF,1,inclusion
4-2341,4,2341,Heat 4 images/imgs/02341.TIF,1,inclusion
4-2344,4,2344,Heat 4 images/imgs/02344.TIF,1,inclusion
4-2346,4,2346,Heat 4 images/imgs/02346.TIF,1,inclusion
4-2352,4,2352,Heat 4 images/imgs/02352.TIF,1,inclusion
4-2373,4,2373,Heat 4 images/imgs/02373.TIF,1,inclusion
4-2376,4,2376,Heat 4 images/imgs/02376.TIF,1,inclusion
4-2377,4,2377,Heat 4 images/imgs/02377.TIF,1,inclusion
4-2385,4,2385,Heat 4 images/imgs/02385.TIF,1,inclusion
4-2392,4,2392,Heat 4 images/imgs/02392.TIF,1,inclusion
4-2396,4,2396,Heat 4 images/imgs/02396.TIF,1,inclusion
4-2398,4,2398,Heat 4 images/imgs/02398.TIF,1,inclusion
4-2404,4,2404,Heat 4 images/imgs/02404.TIF,1,inclusion
4-2405,4,2405,Heat 4 images/imgs/02405.TIF,1,inclusion
4-2406,4,2406,Heat 4 images/imgs/02406.TIF,1,inclusion
4-2412,4,2412,Heat 4 images/imgs/02412.TIF,1,inclusion
4-2417,4,2417,Heat 4 images/imgs/02417.TIF,1,inclusion
4-2419,4,2419,Heat 4 images/imgs/02419.TIF,1,inclusion
4-2420,4,2420,Heat 4 images/imgs/02420.TIF,1,inclusion
4-2428,4,2428,Heat 4 images/imgs/02428.TIF,1,inclusion
4-2429,4,2429,Heat 4 images/imgs/02429.TIF,1,inclusion
4-2430,4,2430,Heat 4 images/imgs/02430.TIF,1,inclusion
4-2434,4,2434,Heat 4 images/imgs/02434.TIF,0,non-inclusion
4-2438,4,2438,Heat 4 images/imgs/02438.TIF,1,inclusion
4-2439,4,2439,Heat 4 images/imgs/02439.TIF,1,inclusion
4-2454,4,2454,Heat 4 images/imgs/02454.TIF,1,inclusion
4-2459,4,2459,Heat 4 images/imgs/02459.TIF,1,inclusion
4-2471,4,2471,Heat 4 images/imgs/02471.TIF,1,inclusion
4-2473,4,2473,Heat 4 images/imgs/02473.TIF,1,inclusion
4-2475,4,2475,Heat 4 images/imgs/02475.TIF,1,inclusion
4-2477,4,2477,Heat 4 images/imgs/02477.TIF,1,inclusion
4-2484,4,2484,Heat 4 images/imgs/02484.TIF,1,inclusion
4-2490,4,2490,Heat 4 images/imgs/02490.TIF,1,inclusion
4-2492,4,2492,Heat 4 images/imgs/02492.TIF,1,inclusion
4-2496,4,2496,Heat 4 images/imgs/02496.TIF,1,inclusion
4-2499,4,2499,Heat 4 images/imgs/02499.TIF,1,inclusion
4-2501,4,2501,Heat 4 images/imgs/02501.TIF,1,inclusion
4-2509,4,2509,Heat 4 images/imgs/02509.TIF,1,inclusion
4-2511,4,2511,Heat 4 images/imgs/02511.TIF,1,inclusion
4-2512,4,2512,Heat 4 images/imgs/02512.TIF,1,inclusion
4-2516,4,2516,Heat 4 images/imgs/02516.TIF,1,inclusion
4-2517,4,2517,Heat 4 images/imgs/02517.TIF,1,inclusion
4-2518,4,2518,Heat 4 images/imgs/02518.TIF,1,inclusion
4-2524,4,2524,Heat 4 images/imgs/02524.TIF,1,inclusion
4-2526,4,2526,Heat 4 images/imgs/02526.TIF,1,inclusion
4-2535,4,2535,Heat 4 images/imgs/02535.TIF,1,inclusion
4-2546,4,2546,Heat 4 images/imgs/02546.TIF,1,inclusion
4-2550,4,2550,Heat 4 images/imgs/02550.TIF,1,inclusion
4-2551,4,2551,Heat 4 images/imgs/02551.TIF,1,inclusion
4-2553,4,2553,Heat 4 images/imgs/02553.TIF,1,inclusion
4-2562,4,2562,Heat 4 images/imgs/02562.TIF,1,inclusion
4-2576,4,2576,Heat 4 images/imgs/02576.TIF,1,inclusion
4-2580,4,2580,Heat 4 images/imgs/02580.TIF,1,inclusion
4-2581,4,2581,Heat 4 images/imgs/02581.TIF,1,inclusion
4-2585,4,2585,Heat 4 images/imgs/02585.TIF,1,inclusion
4-2598,4,2598,Heat 4 images/imgs/02598.TIF,1,inclusion
4-2599,4,2599,Heat 4 images/imgs/02599.TIF,1,inclusion
4-2605,4,2605,Heat 4 images/imgs/02605.TIF,1,inclusion
4-2607,4,2607,Heat 4 images/imgs/02607.TIF,1,inclusion
4-2610,4,2610,Heat 4 images/imgs/02610.TIF,1,inclusion
4-2611,4,2611,Heat 4 images/imgs/02611.TIF,1,inclusion
4-2612,4,2612,Heat 4 images/imgs/02612.TIF,1,inclusion
4-2615,4,2615,Heat 4 images/imgs/02615.TIF,1,inclusion
4-2617,4,2617,Heat 4 images/imgs/02617.TIF,1,inclusion
4-2618,4,2618,Heat 4 images/imgs/02618.TIF,1,inclusion
4-2619,4,2619,Heat 4 images/imgs/02619.TIF,1,inclusion
4-2634,4,2634,Heat 4 images/imgs/02634.TIF,1,inclusion
4-2635,4,2635,Heat 4 images/imgs/02635.TIF,1,inclusion
4-2642,4,2642,Heat 4 images/imgs/02642.TIF,1,inclusion
4-2643,4,2643,Heat 4 images/imgs/02643.TIF,1,inclusion
4-2645,4,2645,Heat 4 images/imgs/02645.TIF,1,inclusion
4-2649,4,2649,Heat 4 images/imgs/02649.TIF,1,inclusion
4-2653,4,2653,Heat 4 images/imgs/02653.TIF,1,inclusion
4-2654,4,2654,Heat 4 images/imgs/02654.TIF,1,inclusion
4-2657,4,2657,Heat 4 images/imgs/02657.TIF,1,inclusion
4-2658,4,2658,Heat 4 images/imgs/02658.TIF,1,inclusion
4-2659,4,2659,Heat 4 images/imgs/02659.TIF,1,inclusion
4-2665,4,2665,Heat 4 images/imgs/02665.TIF,1,inclusion
4-2668,4,2668,Heat 4 images/imgs/02668.TIF,1,inclusion
4-2672,4,2672,Heat 4 images/imgs/02672.TIF,1,inclusion
4-2674,4,2674,Heat 4 images/imgs/02674.TIF,1,inclusion
4-2682,4,2682,Heat 4 images/imgs/02682.TIF,1,inclusion
4-2684,4,2684,Heat 4 images/imgs/02684.TIF,1,inclusion
4-2686,4,2686,Heat 4 images/imgs/02686.TIF,1,inclusion
4-2689,4,2689,Heat 4 images/imgs/02689.TIF,1,inclusion
4-2692,4,2692,Heat 4 images/imgs/02692.TIF,1,inclusion
4-2702,4,2702,Heat 4 images/imgs/02702.TIF,1,inclusion
4-2706,4,2706,Heat 4 images/imgs/02706.TIF,1,inclusion
4-2708,4,2708,Heat 4 images/imgs/02708.TIF,1,inclusion
4-2711,4,2711,Heat 4 images/imgs/02711.TIF,1,inclusion
4-2717,4,2717,Heat 4 images/imgs/02717.TIF,1,inclusion
4-2718,4,2718,Heat 4 images/imgs/02718.TIF,0,non-inclusion
4-2723,4,2723,Heat 4 images/imgs/02723.TIF,1,inclusion
4-2726,4,2726,Heat 4 images/imgs/02726.TIF,1,inclusion
4-2727,4,2727,Heat 4 images/imgs/02727.TIF,1,inclusion
4-2732,4,2732,Heat 4 images/imgs/02732.TIF,1,inclusion
4-2733,4,2733,Heat 4 images/imgs/02733.TIF,1,inclusion
4-2737,4,2737,Heat 4 images/imgs/02737.TIF,1,inclusion
4-2738,4,2738,Heat 4 images/imgs/02738.TIF,1,inclusion
4-2743,4,2743,Heat 4 images/imgs/02743.TIF,1,inclusion
4-2745,4,2745,Heat 4 images/imgs/02745.TIF,1,inclusion
4-2747,4,2747,Heat 4 images/imgs/02747.TIF,1,inclusion
4-2754,4,2754,Heat 4 images/imgs/02754.TIF,1,inclusion
4-2755,4,2755,Heat 4 images/imgs/02755.TIF,1,inclusion
4-2757,4,2757,Heat 4 images/imgs/02757.TIF,1,inclusion
4-2760,4,2760,Heat 4 images/imgs/02760.TIF,1,inclusion
4-2770,4,2770,Heat 4 images/imgs/02770.TIF,1,inclusion
4-2776,4,2776,Heat 4 images/imgs/02776.TIF,1,inclusion
4-2777,4,2777,Heat 4 images/imgs/02777.TIF,1,inclusion
4-2778,4,2778,Heat 4 images/imgs/02778.TIF,1,inclusion
4-2781,4,2781,Heat 4 images/imgs/02781.TIF,1,inclusion
4-2782,4,2782,Heat 4 images/imgs/02782.TIF,1,inclusion
4-2784,4,2784,Heat 4 images/imgs/02784.TIF,1,inclusion
4-2785,4,2785,Heat 4 images/imgs/02785.TIF,1,inclusion
4-2787,4,2787,Heat 4 images/imgs/02787.TIF,1,inclusion
4-2789,4,2789,Heat 4 images/imgs/02789.TIF,1,inclusion
4-2790,4,2790,Heat 4 images/imgs/02790.TIF,1,inclusion
4-2793,4,2793,Heat 4 images/imgs/02793.TIF,1,inclusion
4-2795,4,2795,Heat 4 images/imgs/02795.TIF,1,inclusion
4-2796,4,2796,Heat 4 images/imgs/02796.TIF,1,inclusion
4-2798,4,2798,Heat 4 images/imgs/02798.TIF,1,inclusion
4-2802,4,2802,Heat 4 images/imgs/02802.TIF,1,inclusion
4-2807,4,2807,Heat 4 images/imgs/02807.TIF,1,inclusion
4-2816,4,2816,Heat 4 images/imgs/02816.TIF,1,inclusion
4-2817,4,2817,Heat 4 images/imgs/02817.TIF,1,inclusion
4-2820,4,2820,Heat 4 images/imgs/02820.TIF,1,inclusion
4-2821,4,2821,Heat 4 images/imgs/02821.TIF,1,inclusion
4-2822,4,2822,Heat 4 images/imgs/02822.TIF,1,inclusion
4-2824,4,2824,Heat 4 images/imgs/02824.TIF,1,inclusion
4-2831,4,2831,Heat 4 images/imgs/02831.TIF,1,inclusion
4-2834,4,2834,Heat 4 images/imgs/02834.TIF,1,inclusion
4-2835,4,2835,Heat 4 images/imgs/02835.TIF,1,inclusion
4-2838,4,2838,Heat 4 images/imgs/02838.TIF,1,inclusion
4-2839,4,2839,Heat 4 images/imgs/02839.TIF,1,inclusion
4-2846,4,2846,Heat 4 images/imgs/02846.TIF,1,inclusion
4-2848,4,2848,Heat 4 images/imgs/02848.TIF,1,inclusion
4-2851,4,2851,Heat 4 images/imgs/02851.TIF,1,inclusion
4-2855,4,2855,Heat 4 images/imgs/02855.TIF,1,inclusion
4-2856,4,2856,Heat 4 images/imgs/02856.TIF,1,inclusion
4-2857,4,2857,Heat 4 images/imgs/02857.TIF,1,inclusion
4-2861,4,2861,Heat 4 images/imgs/02861.TIF,1,inclusion
4-2863,4,2863,Heat 4 images/imgs/02863.TIF,1,inclusion
4-2864,4,2864,Heat 4 images/imgs/02864.TIF,1,inclusion
4-2865,4,2865,Heat 4 images/imgs/02865.TIF,1,inclusion
4-2866,4,2866,Heat 4 images/imgs/02866.TIF,1,inclusion
4-2870,4,2870,Heat 4 images/imgs/02870.TIF,1,inclusion
4-2873,4,2873,Heat 4 images/imgs/02873.TIF,1,inclusion
4-2874,4,2874,Heat 4 images/imgs/02874.TIF,1,inclusion
4-2875,4,2875,Heat 4 images/imgs/02875.TIF,1,inclusion
4-2877,4,2877,Heat 4 images/imgs/02877.TIF,1,inclusion
4-2878,4,2878,Heat 4 images/imgs/02878.TIF,1,inclusion
4-2879,4,2879,Heat 4 images/imgs/02879.TIF,1,inclusion
4-2880,4,2880,Heat 4 images/imgs/02880.TIF,1,inclusion
4-2881,4,2881,Heat 4 images/imgs/02881.TIF,1,inclusion
4-2882,4,2882,Heat 4 images/imgs/02882.TIF,1,inclusion
4-2884,4,2884,Heat 4 images/imgs/02884.TIF,1,inclusion
4-2885,4,2885,Heat 4 images/imgs/02885.TIF,1,inclusion
4-2888,4,2888,Heat 4 images/imgs/02888.TIF,1,inclusion
4-2889,4,2889,Heat 4 images/imgs/02889.TIF,1,inclusion
4-2890,4,2890,Heat 4 images/imgs/02890.TIF,1,inclusion
4-2892,4,2892,Heat 4 images/imgs/02892.TIF,1,inclusion
4-2893,4,2893,Heat 4 images/imgs/02893.TIF,1,inclusion
4-2895,4,2895,Heat 4 images/imgs/02895.TIF,1,inclusion
4-2901,4,2901,Heat 4 images/imgs/02901.TIF,1,inclusion
4-2903,4,2903,Heat 4 images/imgs/02903.TIF,1,inclusion
4-2905,4,2905,Heat 4 images/imgs/02905.TIF,1,inclusion
4-2906,4,2906,Heat 4 images/imgs/02906.TIF,1,inclusion
4-2907,4,2907,Heat 4 images/imgs/02907.TIF,1,inclusion
4-2909,4,2909,Heat 4 images/imgs/02909.TIF,1,inclusion
4-2911,4,2911,Heat 4 images/imgs/02911.TIF,1,inclusion
4-2912,4,2912,Heat 4 images/imgs/02912.TIF,1,inclusion
4-2913,4,2913,Heat 4 images/imgs/02913.TIF,1,inclusion
4-2915,4,2915,Heat 4 images/imgs/02915.TIF,1,inclusion
4-2920,4,2920,Heat 4 images/imgs/02920.TIF,1,inclusion
4-2922,4,2922,Heat 4 images/imgs/02922.TIF,1,inclusion
4-2925,4,2925,Heat 4 images/imgs/02925.TIF,1,inclusion
4-2926,4,2926,Heat 4 images/imgs/02926.TIF,1,inclusion
4-2930,4,2930,Heat 4 images/imgs/02930.TIF,1,inclusion
4-2932,4,2932,Heat 4 images/imgs/02932.TIF,1,inclusion
4-2937,4,2937,Heat 4 images/imgs/02937.TIF,1,inclusion
4-2939,4,2939,Heat 4 images/imgs/02939.TIF,1,inclusion
4-2940,4,2940,Heat 4 images/imgs/02940.TIF,1,inclusion
4-2944,4,2944,Heat 4 images/imgs/02944.TIF,1,inclusion
4-2947,4,2947,Heat 4 images/imgs/02947.TIF,1,inclusion
4-2948,4,2948,Heat 4 images/imgs/02948.TIF,1,inclusion
4-2950,4,2950,Heat 4 images/imgs/02950.TIF,1,inclusion
4-2952,4,2952,Heat 4 images/imgs/02952.TIF,1,inclusion
4-2953,4,2953,Heat 4 images/imgs/02953.TIF,1,inclusion
4-2954,4,2954,Heat 4 images/imgs/02954.TIF,1,inclusion
4-2955,4,2955,Heat 4 images/imgs/02955.TIF,1,inclusion
4-2962,4,2962,Heat 4 images/imgs/02962.TIF,1,inclusion
4-2963,4,2963,Heat 4 images/imgs/02963.TIF,1,inclusion
4-2965,4,2965,Heat 4 images/imgs/02965.TIF,1,inclusion
4-2966,4,2966,Heat 4 images/imgs/02966.TIF,1,inclusion
4-2968,4,2968,Heat 4 images/imgs/02968.TIF,1,inclusion
4-2970,4,2970,Heat 4 images/imgs/02970.TIF,1,inclusion
4-2971,4,2971,Heat 4 images/imgs/02971.TIF,1,inclusion
4-2976,4,2976,Heat 4 images/imgs/02976.TIF,1,inclusion
4-2977,4,2977,Heat 4 images/imgs/02977.TIF,1,inclusion
4-2978,4,2978,Heat 4 images/imgs/02978.TIF,1,inclusion
4-2980,4,2980,Heat 4 images/imgs/02980.TIF,1,inclusion
4-2981,4,2981,Heat 4 images/imgs/02981.TIF,1,inclusion
4-2983,4,2983,Heat 4 images/imgs/02983.TIF,1,inclusion
4-2987,4,2987,Heat 4 images/imgs/02987.TIF,1,inclusion
4-2992,4,2992,Heat 4 images/imgs/02992.TIF,1,inclusion
4-2993,4,2993,Heat 4 images/imgs/02993.TIF,1,inclusion
4-2994,4,2994,Heat 4 images/imgs/02994.TIF,0,non-inclusion
4-2997,4,2997,Heat 4 images/imgs/02997.TIF,1,inclusion
4-2998,4,2998,Heat 4 images/imgs/02998.TIF,1,inclusion
4-2999,4,2999,Heat 4 images/imgs/02999.TIF,1,inclusion
4-3003,4,3003,Heat 4 images/imgs/03003.TIF,1,inclusion
4-3004,4,3004,Heat 4 images/imgs/03004.TIF,1,inclusion
4-3005,4,3005,Heat 4 images/imgs/03005.TIF,1,inclusion
4-3014,4,3014,Heat 4 images/imgs/03014.TIF,1,inclusion
4-3015,4,3015,Heat 4 images/imgs/03015.TIF,1,inclusion
4-3019,4,3019,Heat 4 images/imgs/03019.TIF,1,inclusion
4-3021,4,3021,Heat 4 images/imgs/03021.TIF,1,inclusion
4-3024,4,3024,Heat 4 images/imgs/03024.TIF,1,inclusion
4-3025,4,3025,Heat 4 images/imgs/03025.TIF,1,inclusion
4-3028,4,3028,Heat 4 images/imgs/03028.TIF,1,inclusion
4-3029,4,3029,Heat 4 images/imgs/03029.TIF,1,inclusion
4-3031,4,3031,Heat 4 images/imgs/03031.TIF,1,inclusion
4-3034,4,3034,Heat 4 images/imgs/03034.TIF,1,inclusion
4-3036,4,3036,Heat 4 images/imgs/03036.TIF,1,inclusion
4-3038,4,3038,Heat 4 images/imgs/03038.TIF,1,inclusion
4-3042,4,3042,Heat 4 images/imgs/03042.TIF,1,inclusion
4-3043,4,3043,Heat 4 images/imgs/03043.TIF,1,inclusion
4-3044,4,3044,Heat 4 images/imgs/03044.TIF,1,inclusion
4-3046,4,3046,Heat 4 images/imgs/03046.TIF,1,inclusion
4-3054,4,3054,Heat 4 images/imgs/03054.TIF,1,inclusion
4-3058,4,3058,Heat 4 images/imgs/03058.TIF,1,inclusion
4-3061,4,3061,Heat 4 images/imgs/03061.TIF,1,inclusion
4-3064,4,3064,Heat 4 images/imgs/03064.TIF,1,inclusion
4-3067,4,3067,Heat 4 images/imgs/03067.TIF,1,inclusion
4-3068,4,3068,Heat 4 images/imgs/03068.TIF,1,inclusion
4-3069,4,3069,Heat 4 images/imgs/03069.TIF,1,inclusion
4-3073,4,3073,Heat 4 images/imgs/03073.TIF,0,non-inclusion
4-3074,4,3074,Heat 4 images/imgs/03074.TIF,1,inclusion
4-3076,4,3076,Heat 4 images/imgs/03076.TIF,1,inclusion
4-3086,4,3086,Heat 4 images/imgs/03086.TIF,1,inclusion
4-3091,4,3091,Heat 4 images/imgs/03091.TIF,1,inclusion
4-3092,4,3092,Heat 4 images/imgs/03092.TIF,1,inclusion
4-3093,4,3093,Heat 4 images/imgs/03093.TIF,1,inclusion
4-3095,4,3095,Heat 4 images/imgs/03095.TIF,1,inclusion
4-3100,4,3100,Heat 4 images/imgs/03100.TIF,1,inclusion
4-3103,4,3103,Heat 4 images/imgs/03103.TIF,1,inclusion
4-3105,4,3105,Heat 4 images/imgs/03105.TIF,1,inclusion
4-3107,4,3107,Heat 4 images/imgs/03107.TIF,1,inclusion
4-3111,4,3111,Heat 4 images/imgs/03111.TIF,1,inclusion
4-3112,4,3112,Heat 4 images/imgs/03112.TIF,1,inclusion
4-3117,4,3117,Heat 4 images/imgs/03117.TIF,1,inclusion
4-3119,4,3119,Heat 4 images/imgs/03119.TIF,1,inclusion
4-3120,4,3120,Heat 4 images/imgs/03120.TIF,1,inclusion
4-3121,4,3121,Heat 4 images/imgs/03121.TIF,1,inclusion
4-3122,4,3122,Heat 4 images/imgs/03122.TIF,1,inclusion
4-3123,4,3123,Heat 4 images/imgs/03123.TIF,1,inclusion
4-3124,4,3124,Heat 4 images/imgs/03124.TIF,1,inclusion
4-3125,4,3125,Heat 4 images/imgs/03125.TIF,1,inclusion
4-3128,4,3128,Heat 4 images/imgs/03128.TIF,1,inclusion
4-3129,4,3129,Heat 4 images/imgs/03129.TIF,1,inclusion
4-3130,4,3130,Heat 4 images/imgs/03130.TIF,1,inclusion
4-3131,4,3131,Heat 4 images/imgs/03131.TIF,1,inclusion
4-3132,4,3132,Heat 4 images/imgs/03132.TIF,1,inclusion
4-3135,4,3135,Heat 4 images/imgs/03135.TIF,1,inclusion
4-3137,4,3137,Heat 4 images/imgs/03137.TIF,1,inclusion
4-3140,4,3140,Heat 4 images/imgs/03140.TIF,1,inclusion
4-3141,4,3141,Heat 4 images/imgs/03141.TIF,1,inclusion
4-3145,4,3145,Heat 4 images/imgs/03145.TIF,1,inclusion
4-3146,4,3146,Heat 4 images/imgs/03146.TIF,1,inclusion
4-3147,4,3147,Heat 4 images/imgs/03147.TIF,1,inclusion
4-3148,4,3148,Heat 4 images/imgs/03148.TIF,1,inclusion
4-3149,4,3149,Heat 4 images/imgs/03149.TIF,1,inclusion
4-3156,4,3156,Heat 4 images/imgs/03156.TIF,1,inclusion
4-3157,4,3157,Heat 4 images/imgs/03157.TIF,1,inclusion
4-3158,4,3158,Heat 4 images/imgs/03158.TIF,1,inclusion
4-3159,4,3159,Heat 4 images/imgs/03159.TIF,1,inclusion
4-3160,4,3160,Heat 4 images/imgs/03160.TIF,1,inclusion
4-3161,4,3161,Heat 4 images/imgs/03161.TIF,1,inclusion
4-3162,4,3162,Heat 4 images/imgs/03162.TIF,1,inclusion
4-3175,4,3175,Heat 4 images/imgs/03175.TIF,1,inclusion
4-3178,4,3178,Heat 4 images/imgs/03178.TIF,1,inclusion
4-3179,4,3179,Heat 4 images/imgs/03179.TIF,1,inclusion
4-3180,4,3180,Heat 4 images/imgs/03180.TIF,1,inclusion
4-3185,4,3185,Heat 4 images/imgs/03185.TIF,1,inclusion
4-3188,4,3188,Heat 4 images/imgs/03188.TIF,1,inclusion
4-3190,4,3190,Heat 4 images/imgs/03190.TIF,1,inclusion
4-3193,4,3193,Heat 4 images/imgs/03193.TIF,1,inclusion
4-3194,4,3194,Heat 4 images/imgs/03194.TIF,1,inclusion
4-3195,4,3195,Heat 4 images/imgs/03195.TIF,1,inclusion
4-3196,4,3196,Heat 4 images/imgs/03196.TIF,1,inclusion
4-3200,4,3200,Heat 4 images/imgs/03200.TIF,1,inclusion
4-3203,4,3203,Heat 4 images/imgs/03203.TIF,1,inclusion
4-3204,4,3204,Heat 4 images/imgs/03204.TIF,1,inclusion
4-3206,4,3206,Heat 4 images/imgs/03206.TIF,1,inclusion
4-3207,4,3207,Heat 4 images/imgs/03207.TIF,1,inclusion
4-3210,4,3210,Heat 4 images/imgs/03210.TIF,1,inclusion
4-3211,4,3211,Heat 4 images/imgs/03211.TIF,1,inclusion
4-3212,4,3212,Heat 4 images/imgs/03212.TIF,1,inclusion
4-3213,4,3213,Heat 4 images/imgs/03213.TIF,1,inclusion
4-3215,4,3215,Heat 4 images/imgs/03215.TIF,1,inclusion
4-3216,4,3216,Heat 4 images/imgs/03216.TIF,1,inclusion
4-3217,4,3217,Heat 4 images/imgs/03217.TIF,0,non-inclusion
4-3220,4,3220,Heat 4 images/imgs/03220.TIF,1,inclusion
4-3221,4,3221,Heat 4 images/imgs/03221.TIF,0,non-inclusion
4-3223,4,3223,Heat 4 images/imgs/03223.TIF,1,inclusion
4-3224,4,3224,Heat 4 images/imgs/03224.TIF,1,inclusion
4-3225,4,3225,Heat 4 images/imgs/03225.TIF,1,inclusion
4-3226,4,3226,Heat 4 images/imgs/03226.TIF,1,inclusion
4-3227,4,3227,Heat 4 images/imgs/03227.TIF,1,inclusion
4-3228,4,3228,Heat 4 images/imgs/03228.TIF,1,inclusion
4-3231,4,3231,Heat 4 images/imgs/03231.TIF,1,inclusion
4-3232,4,3232,Heat 4 images/imgs/03232.TIF,1,inclusion
4-3235,4,3235,Heat 4 images/imgs/03235.TIF,1,inclusion
4-3241,4,3241,Heat 4 images/imgs/03241.TIF,1,inclusion
4-3246,4,3246,Heat 4 images/imgs/03246.TIF,1,inclusion
4-3248,4,3248,Heat 4 images/imgs/03248.TIF,1,inclusion
4-3249,4,3249,Heat 4 images/imgs/03249.TIF,1,inclusion
4-3250,4,3250,Heat 4 images/imgs/03250.TIF,1,inclusion
4-3251,4,3251,Heat 4 images/imgs/03251.TIF,1,inclusion
4-3263,4,3263,Heat 4 images/imgs/03263.TIF,1,inclusion
4-3266,4,3266,Heat 4 images/imgs/03266.TIF,1,inclusion
4-3273,4,3273,Heat 4 images/imgs/03273.TIF,1,inclusion
4-3279,4,3279,Heat 4 images/imgs/03279.TIF,1,inclusion
4-3281,4,3281,Heat 4 images/imgs/03281.TIF,1,inclusion
4-3283,4,3283,Heat 4 images/imgs/03283.TIF,1,inclusion
4-3284,4,3284,Heat 4 images/imgs/03284.TIF,1,inclusion
4-3285,4,3285,Heat 4 images/imgs/03285.TIF,1,inclusion
4-3293,4,3293,Heat 4 images/imgs/03293.TIF,1,inclusion
4-3295,4,3295,Heat 4 images/imgs/03295.TIF,1,inclusion
4-3299,4,3299,Heat 4 images/imgs/03299.TIF,1,inclusion
4-3300,4,3300,Heat 4 images/imgs/03300.TIF,1,inclusion
4-3301,4,3301,Heat 4 images/imgs/03301.TIF,1,inclusion
4-3302,4,3302,Heat 4 images/imgs/03302.TIF,1,inclusion
4-3303,4,3303,Heat 4 images/imgs/03303.TIF,1,inclusion
4-3307,4,3307,Heat 4 images/imgs/03307.TIF,1,inclusion
4-3313,4,3313,Heat 4 images/imgs/03313.TIF,1,inclusion
4-3314,4,3314,Heat 4 images/imgs/03314.TIF,1,inclusion
4-3318,4,3318,Heat 4 images/imgs/03318.TIF,1,inclusion
4-3319,4,3319,Heat 4 images/imgs/03319.TIF,1,inclusion
4-3322,4,3322,Heat 4 images/imgs/03322.TIF,1,inclusion
4-3323,4,3323,Heat 4 images/imgs/03323.TIF,1,inclusion
4-3325,4,3325,Heat 4 images/imgs/03325.TIF,1,inclusion
4-3327,4,3327,Heat 4 images/imgs/03327.TIF,1,inclusion
4-3328,4,3328,Heat 4 images/imgs/03328.TIF,1,inclusion
4-3329,4,3329,Heat 4 images/imgs/03329.TIF,1,inclusion
4-3333,4,3333,Heat 4 images/imgs/03333.TIF,1,inclusion
4-3337,4,3337,Heat 4 images/imgs/03337.TIF,1,inclusion
4-3338,4,3338,Heat 4 images/imgs/03338.TIF,1,inclusion
4-3341,4,3341,Heat 4 images/imgs/03341.TIF,1,inclusion
